Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010,SE_A14016_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005
06037101110,14000US06037101110,Census Tract 1011.10,"Census Tract 1011.10, Los Angeles County, California",ca,140,0,ACSSF,3870,06,037,101110,829,647,25,0,28,0,100,29,519,251,35240,829,225,279,4207,679,916,1595,2612
06037101122,14000US06037101122,Census Tract 1011.22,"Census Tract 1011.22, Los Angeles County, California",ca,140,0,ACSSF,3871,06,037,101122,230,207,0,0,23,0,0,0,170,37,66939,230,106,53,3234,109,152,261,2973
06037101210,14000US06037101210,Census Tract 1012.10,"Census Tract 1012.10, Los Angeles County, California",ca,140,0,ACSSF,3872,06,037,101210,1984,1561,64,0,97,0,244,18,1141,664,29761,1984,482,866,6042,1994,1657,3651,2391
06037101220,14000US06037101220,Census Tract 1012.20,"Census Tract 1012.20, Los Angeles County, California",ca,140,0,ACSSF,3873,06,037,101220,823,603,12,0,78,0,99,31,510,175,32220,823,231,382,3497,524,1159,1683,1814
06037101300,14000US06037101300,Census Tract 1013,"Census Tract 1013, Los Angeles County, California",ca,140,0,ACSSF,3874,06,037,101300,167,142,0,0,15,0,0,10,142,10,,167,19,72,4250,391,534,925,3325
06037101400,14000US06037101400,Census Tract 1014,"Census Tract 1014, Los Angeles County, California",ca,140,0,ACSSF,3875,06,037,101400,424,313,0,0,60,0,51,0,224,140,,424,109,143,3839,321,744,1065,2774
06037102103,14000US06037102103,Census Tract 1021.03,"Census Tract 1021.03, Los Angeles County, California",ca,140,0,ACSSF,3876,06,037,102103,239,217,0,0,8,0,0,14,189,42,52321,239,47,97,1771,156,95,251,1520
06037102104,14000US06037102104,Census Tract 1021.04,"Census Tract 1021.04, Los Angeles County, California",ca,140,0,ACSSF,3877,06,037,102104,375,227,37,0,8,8,95,0,200,122,,375,87,174,3328,423,690,1113,2215
06037102105,14000US06037102105,Census Tract 1021.05,"Census Tract 1021.05, Los Angeles County, California",ca,140,0,ACSSF,3878,06,037,102105,293,145,10,8,12,0,91,27,53,183,47011,293,50,142,1857,322,488,810,1047
06037102107,14000US06037102107,Census Tract 1021.07,"Census Tract 1021.07, Los Angeles County, California",ca,140,0,ACSSF,3879,06,037,102107,335,267,42,0,0,0,26,0,107,186,53625,335,84,75,4215,332,801,1133,3082
06037103101,14000US06037103101,Census Tract 1031.01,"Census Tract 1031.01, Los Angeles County, California",ca,140,0,ACSSF,3880,06,037,103101,135,129,0,0,0,0,0,6,129,0,33250,135,36,76,2597,183,457,640,1957
06037103102,14000US06037103102,Census Tract 1031.02,"Census Tract 1031.02, Los Angeles County, California",ca,140,0,ACSSF,3881,06,037,103102,335,260,0,7,42,0,26,0,233,53,28988,335,118,60,4446,245,747,992,3454
06037103200,14000US06037103200,Census Tract 1032,"Census Tract 1032, Los Angeles County, California",ca,140,0,ACSSF,3882,06,037,103200,832,692,17,0,73,0,0,50,499,193,42218,832,195,136,6587,994,1212,2206,4381
06037103300,14000US06037103300,Census Tract 1033,"Census Tract 1033, Los Angeles County, California",ca,140,0,ACSSF,3883,06,037,103300,188,178,0,0,10,0,0,0,170,8,75773,188,29,60,3549,173,164,337,3212
06037103400,14000US06037103400,Census Tract 1034,"Census Tract 1034, Los Angeles County, California",ca,140,0,ACSSF,3884,06,037,103400,917,732,81,20,18,37,29,0,457,311,45199,917,170,314,6617,928,787,1715,4902
06037104103,14000US06037104103,Census Tract 1041.03,"Census Tract 1041.03, Los Angeles County, California",ca,140,0,ACSSF,3885,06,037,104103,140,93,22,6,19,0,0,0,18,81,45244,140,30,84,3561,274,637,911,2650
06037104105,14000US06037104105,Census Tract 1041.05,"Census Tract 1041.05, Los Angeles County, California",ca,140,0,ACSSF,3886,06,037,104105,733,397,55,0,0,0,262,19,26,627,26603,733,206,230,6190,1402,1897,3299,2891
06037104108,14000US06037104108,Census Tract 1041.08,"Census Tract 1041.08, Los Angeles County, California",ca,140,0,ACSSF,3887,06,037,104108,808,466,118,0,38,0,186,0,93,559,43205,808,330,188,5420,856,1906,2762,2658
06037104124,14000US06037104124,Census Tract 1041.24,"Census Tract 1041.24, Los Angeles County, California",ca,140,0,ACSSF,3888,06,037,104124,215,154,23,0,38,0,0,0,68,86,50995,215,140,14,3926,321,576,897,3029
06037104201,14000US06037104201,Census Tract 1042.01,"Census Tract 1042.01, Los Angeles County, California",ca,140,0,ACSSF,3889,06,037,104201,311,203,59,0,0,0,49,0,0,263,39671,311,25,121,4359,1075,1484,2559,1800
06037104203,14000US06037104203,Census Tract 1042.03,"Census Tract 1042.03, Los Angeles County, California",ca,140,0,ACSSF,3890,06,037,104203,619,337,77,9,19,0,152,25,22,494,31563,619,259,231,5481,1376,1577,2953,2528
06037104204,14000US06037104204,Census Tract 1042.04,"Census Tract 1042.04, Los Angeles County, California",ca,140,0,ACSSF,3891,06,037,104204,259,139,25,0,0,0,81,14,18,216,35288,259,122,57,3124,486,1128,1614,1510
06037104310,14000US06037104310,Census Tract 1043.10,"Census Tract 1043.10, Los Angeles County, California",ca,140,0,ACSSF,3892,06,037,104310,247,110,0,0,0,0,137,0,5,242,76250,247,90,72,5230,669,1733,2402,2828
06037104320,14000US06037104320,Census Tract 1043.20,"Census Tract 1043.20, Los Angeles County, California",ca,140,0,ACSSF,3893,06,037,104320,763,419,82,0,52,0,173,37,3,626,29024,763,251,253,5599,1331,1546,2877,2722
06037104401,14000US06037104401,Census Tract 1044.01,"Census Tract 1044.01, Los Angeles County, California",ca,140,0,ACSSF,3894,06,037,104401,259,142,0,0,4,5,108,0,5,250,32431,259,50,114,3440,683,732,1415,2025
06037104403,14000US06037104403,Census Tract 1044.03,"Census Tract 1044.03, Los Angeles County, California",ca,140,0,ACSSF,3895,06,037,104403,211,122,0,0,4,0,85,0,0,207,38542,211,64,68,3264,654,714,1368,1896
06037104404,14000US06037104404,Census Tract 1044.04,"Census Tract 1044.04, Los Angeles County, California",ca,140,0,ACSSF,3896,06,037,104404,352,197,15,0,0,0,140,0,7,330,42500,352,81,128,3116,814,867,1681,1435
06037104500,14000US06037104500,Census Tract 1045,"Census Tract 1045, Los Angeles County, California",ca,140,0,ACSSF,3897,06,037,104500,153,61,0,0,0,0,88,4,4,145,31406,153,29,78,2947,682,618,1300,1647
06037104610,14000US06037104610,Census Tract 1046.10,"Census Tract 1046.10, Los Angeles County, California",ca,140,0,ACSSF,3898,06,037,104610,280,124,0,12,0,0,140,4,6,262,26908,280,71,123,3487,588,1229,1817,1670
06037104620,14000US06037104620,Census Tract 1046.20,"Census Tract 1046.20, Los Angeles County, California",ca,140,0,ACSSF,3899,06,037,104620,297,110,0,0,0,0,187,0,0,297,45568,297,38,119,3618,337,1424,1761,1857
06037104701,14000US06037104701,Census Tract 1047.01,"Census Tract 1047.01, Los Angeles County, California",ca,140,0,ACSSF,3900,06,037,104701,729,410,37,0,0,0,269,13,0,698,28315,729,212,249,4309,1445,1925,3370,939
06037104703,14000US06037104703,Census Tract 1047.03,"Census Tract 1047.03, Los Angeles County, California",ca,140,0,ACSSF,3901,06,037,104703,385,284,35,15,0,0,51,0,19,329,35461,385,106,123,2311,721,815,1536,775
06037104704,14000US06037104704,Census Tract 1047.04,"Census Tract 1047.04, Los Angeles County, California",ca,140,0,ACSSF,3902,06,037,104704,444,194,55,0,17,0,172,6,0,366,43676,444,116,116,4331,1092,1236,2328,2003
06037104810,14000US06037104810,Census Tract 1048.10,"Census Tract 1048.10, Los Angeles County, California",ca,140,0,ACSSF,3903,06,037,104810,297,226,0,25,0,0,46,0,0,272,39935,297,55,150,5765,861,1682,2543,3222
06037104821,14000US06037104821,Census Tract 1048.21,"Census Tract 1048.21, Los Angeles County, California",ca,140,0,ACSSF,3904,06,037,104821,319,194,14,0,9,0,97,5,12,279,41809,319,92,60,3322,672,748,1420,1902
06037104822,14000US06037104822,Census Tract 1048.22,"Census Tract 1048.22, Los Angeles County, California",ca,140,0,ACSSF,3905,06,037,104822,388,260,0,11,24,0,79,14,21,343,29844,388,112,137,2732,564,873,1437,1295
06037106010,14000US06037106010,Census Tract 1060.10,"Census Tract 1060.10, Los Angeles County, California",ca,140,0,ACSSF,3906,06,037,106010,255,192,5,0,33,0,19,6,29,180,56055,255,83,44,3103,527,493,1020,2083
06037106020,14000US06037106020,Census Tract 1060.20,"Census Tract 1060.20, Los Angeles County, California",ca,140,0,ACSSF,3907,06,037,106020,260,227,0,0,0,0,14,19,36,224,51020,260,87,115,5790,789,1322,2111,3679
06037106111,14000US06037106111,Census Tract 1061.11,"Census Tract 1061.11, Los Angeles County, California",ca,140,0,ACSSF,3908,06,037,106111,158,132,8,0,0,0,10,8,51,91,94242,158,74,0,4482,343,706,1049,3433
06037106112,14000US06037106112,Census Tract 1061.12,"Census Tract 1061.12, Los Angeles County, California",ca,140,0,ACSSF,3909,06,037,106112,203,148,0,0,16,0,34,5,13,169,,203,7,101,5722,394,828,1222,4500
06037106113,14000US06037106113,Census Tract 1061.13,"Census Tract 1061.13, Los Angeles County, California",ca,140,0,ACSSF,3910,06,037,106113,180,129,4,0,0,0,47,0,25,151,56346,180,56,41,3847,190,1055,1245,2602
06037106114,14000US06037106114,Census Tract 1061.14,"Census Tract 1061.14, Los Angeles County, California",ca,140,0,ACSSF,3911,06,037,106114,888,705,50,18,29,0,86,0,66,750,44802,888,253,304,6300,1053,2246,3299,3001
06037106403,14000US06037106403,Census Tract 1064.03,"Census Tract 1064.03, Los Angeles County, California",ca,140,0,ACSSF,3912,06,037,106403,120,102,0,0,0,0,18,0,10,110,49167,120,35,56,3405,173,1123,1296,2109
06037106405,14000US06037106405,Census Tract 1064.05,"Census Tract 1064.05, Los Angeles County, California",ca,140,0,ACSSF,3913,06,037,106405,742,570,45,0,0,0,118,9,98,599,33636,742,221,183,4785,1509,679,2188,2597
06037106406,14000US06037106406,Census Tract 1064.06,"Census Tract 1064.06, Los Angeles County, California",ca,140,0,ACSSF,3914,06,037,106406,423,363,0,31,9,0,20,0,67,347,66629,423,89,52,5845,322,1201,1523,4322
06037106407,14000US06037106407,Census Tract 1064.07,"Census Tract 1064.07, Los Angeles County, California",ca,140,0,ACSSF,3915,06,037,106407,675,472,92,0,16,0,72,23,116,455,28843,675,215,277,3044,723,1060,1783,1261
06037106408,14000US06037106408,Census Tract 1064.08,"Census Tract 1064.08, Los Angeles County, California",ca,140,0,ACSSF,3916,06,037,106408,828,645,12,0,31,0,130,10,83,703,47976,828,334,180,3817,580,1346,1926,1891
06037106510,14000US06037106510,Census Tract 1065.10,"Census Tract 1065.10, Los Angeles County, California",ca,140,0,ACSSF,3917,06,037,106510,560,370,60,9,46,0,75,0,76,378,68913,560,88,128,4961,272,682,954,4007
06037106520,14000US06037106520,Census Tract 1065.20,"Census Tract 1065.20, Los Angeles County, California",ca,140,0,ACSSF,3918,06,037,106520,527,444,7,0,0,0,55,21,95,425,61557,527,138,188,5873,986,1186,2172,3701
06037106603,14000US06037106603,Census Tract 1066.03,"Census Tract 1066.03, Los Angeles County, California",ca,140,0,ACSSF,3919,06,037,106603,137,86,0,0,31,0,6,14,66,33,97583,137,52,30,3205,98,250,348,2857
06037106604,14000US06037106604,Census Tract 1066.04,"Census Tract 1066.04, Los Angeles County, California",ca,140,0,ACSSF,3920,06,037,106604,568,507,4,0,6,0,51,0,38,520,41719,568,137,170,5109,1379,1368,2747,2362
06037106641,14000US06037106641,Census Tract 1066.41,"Census Tract 1066.41, Los Angeles County, California",ca,140,0,ACSSF,3921,06,037,106641,68,39,0,0,29,0,0,0,30,9,93500,68,32,23,2352,63,289,352,2000
06037106642,14000US06037106642,Census Tract 1066.42,"Census Tract 1066.42, Los Angeles County, California",ca,140,0,ACSSF,3922,06,037,106642,55,28,27,0,0,0,0,0,28,0,92431,55,17,8,3009,164,166,330,2679
06037106643,14000US06037106643,Census Tract 1066.43,"Census Tract 1066.43, Los Angeles County, California",ca,140,0,ACSSF,3923,06,037,106643,192,144,0,27,0,0,21,0,134,31,113526,192,28,11,4599,78,399,477,4122
06037106645,14000US06037106645,Census Tract 1066.45,"Census Tract 1066.45, Los Angeles County, California",ca,140,0,ACSSF,3924,06,037,106645,120,111,0,0,0,0,9,0,105,15,,120,9,57,3491,276,341,617,2874
06037106646,14000US06037106646,Census Tract 1066.46,"Census Tract 1066.46, Los Angeles County, California",ca,140,0,ACSSF,3925,06,037,106646,96,80,8,0,5,0,0,3,80,0,45833,96,9,33,3346,157,368,525,2821
06037106648,14000US06037106648,Census Tract 1066.48,"Census Tract 1066.48, Los Angeles County, California",ca,140,0,ACSSF,3926,06,037,106648,537,422,13,0,0,0,90,12,35,484,47250,537,127,162,4509,1013,1049,2062,2447
06037106649,14000US06037106649,Census Tract 1066.49,"Census Tract 1066.49, Los Angeles County, California",ca,140,0,ACSSF,3927,06,037,106649,159,126,0,0,16,0,17,0,14,129,38482,159,23,80,2590,257,386,643,1947
06037107010,14000US06037107010,Census Tract 1070.10,"Census Tract 1070.10, Los Angeles County, California",ca,140,0,ACSSF,3928,06,037,107010,193,139,6,0,0,0,48,0,6,181,43250,193,44,97,3083,453,878,1331,1752
06037107020,14000US06037107020,Census Tract 1070.20,"Census Tract 1070.20, Los Angeles County, California",ca,140,0,ACSSF,3929,06,037,107020,371,335,0,0,0,0,36,0,0,371,68490,371,123,45,5442,351,1342,1693,3749
06037108101,14000US06037108101,Census Tract 1081.01,"Census Tract 1081.01, Los Angeles County, California",ca,140,0,ACSSF,3930,06,037,108101,136,59,10,0,21,0,42,4,51,50,140500,136,33,29,2417,182,125,307,2110
06037108102,14000US06037108102,Census Tract 1081.02,"Census Tract 1081.02, Los Angeles County, California",ca,140,0,ACSSF,3931,06,037,108102,158,112,11,0,35,0,0,0,100,12,61786,158,5,80,3670,357,429,786,2884
06037108103,14000US06037108103,Census Tract 1081.03,"Census Tract 1081.03, Los Angeles County, California",ca,140,0,ACSSF,3932,06,037,108103,117,81,0,0,25,0,0,11,81,0,105046,117,71,11,3153,87,138,225,2928
06037108104,14000US06037108104,Census Tract 1081.04,"Census Tract 1081.04, Los Angeles County, California",ca,140,0,ACSSF,3933,06,037,108104,68,38,6,0,17,0,7,0,33,12,136786,68,0,24,1922,151,201,352,1570
06037108201,14000US06037108201,Census Tract 1082.01,"Census Tract 1082.01, Los Angeles County, California",ca,140,0,ACSSF,3934,06,037,108201,440,239,51,0,129,0,21,0,239,27,116950,440,174,39,5501,112,245,357,5144
06037108202,14000US06037108202,Census Tract 1082.02,"Census Tract 1082.02, Los Angeles County, California",ca,140,0,ACSSF,3935,06,037,108202,996,603,97,54,225,0,0,17,512,127,49914,996,344,274,7561,331,488,819,6742
06037109100,14000US06037109100,Census Tract 1091,"Census Tract 1091, Los Angeles County, California",ca,140,0,ACSSF,3936,06,037,109100,195,124,0,0,4,0,67,0,77,114,,195,29,56,2533,117,599,716,1817
06037109200,14000US06037109200,Census Tract 1092,"Census Tract 1092, Los Angeles County, California",ca,140,0,ACSSF,3937,06,037,109200,205,83,0,0,107,0,15,0,58,47,114250,205,29,22,2995,60,334,394,2601
06037109300,14000US06037109300,Census Tract 1093,"Census Tract 1093, Los Angeles County, California",ca,140,0,ACSSF,3938,06,037,109300,204,134,0,0,54,0,16,0,107,43,71579,204,31,67,3219,210,426,636,2583
06037109400,14000US06037109400,Census Tract 1094,"Census Tract 1094, Los Angeles County, California",ca,140,0,ACSSF,3939,06,037,109400,272,135,0,0,8,0,129,0,54,210,,272,16,113,3952,302,438,740,3212
06037109500,14000US06037109500,Census Tract 1095,"Census Tract 1095, Los Angeles County, California",ca,140,0,ACSSF,3940,06,037,109500,445,253,25,0,27,0,140,0,8,385,24890,445,17,311,4766,1076,1794,2870,1896
06037109601,14000US06037109601,Census Tract 1096.01,"Census Tract 1096.01, Los Angeles County, California",ca,140,0,ACSSF,3941,06,037,109601,218,161,0,0,18,0,39,0,54,146,93839,218,59,68,4938,297,320,617,4321
06037109603,14000US06037109603,Census Tract 1096.03,"Census Tract 1096.03, Los Angeles County, California",ca,140,0,ACSSF,3942,06,037,109603,516,213,21,0,92,0,170,20,171,243,33542,516,138,198,4458,921,967,1888,2570
06037109604,14000US06037109604,Census Tract 1096.04,"Census Tract 1096.04, Los Angeles County, California",ca,140,0,ACSSF,3943,06,037,109604,192,55,20,18,49,0,50,0,20,85,63625,192,54,41,3088,216,589,805,2283
06037109700,14000US06037109700,Census Tract 1097,"Census Tract 1097, Los Angeles County, California",ca,140,0,ACSSF,3944,06,037,109700,194,46,92,0,25,0,31,0,30,47,91731,194,96,5,4514,411,501,912,3602
06037109800,14000US06037109800,Census Tract 1098,"Census Tract 1098, Los Angeles County, California",ca,140,0,ACSSF,3945,06,037,109800,350,126,54,0,91,0,71,8,72,133,61250,350,64,82,5300,644,769,1413,3887
06037111100,14000US06037111100,Census Tract 1111,"Census Tract 1111, Los Angeles County, California",ca,140,0,ACSSF,3946,06,037,111100,204,95,14,0,17,0,57,21,56,112,74821,204,63,39,3125,251,389,640,2485
06037111201,14000US06037111201,Census Tract 1112.01,"Census Tract 1112.01, Los Angeles County, California",ca,140,0,ACSSF,3947,06,037,111201,126,96,10,0,0,0,20,0,84,32,61042,126,37,60,3440,242,360,602,2838
06037111202,14000US06037111202,Census Tract 1112.02,"Census Tract 1112.02, Los Angeles County, California",ca,140,0,ACSSF,3948,06,037,111202,512,345,26,0,85,0,47,9,297,120,58056,512,70,118,5225,193,690,883,4342
06037111204,14000US06037111204,Census Tract 1112.04,"Census Tract 1112.04, Los Angeles County, California",ca,140,0,ACSSF,3949,06,037,111204,83,60,0,0,0,0,23,0,37,46,,83,18,0,6138,108,303,411,5727
06037111205,14000US06037111205,Census Tract 1112.05,"Census Tract 1112.05, Los Angeles County, California",ca,140,0,ACSSF,3950,06,037,111205,620,271,81,0,182,15,64,7,198,137,71912,620,218,144,4064,230,615,845,3219
06037111206,14000US06037111206,Census Tract 1112.06,"Census Tract 1112.06, Los Angeles County, California",ca,140,0,ACSSF,3951,06,037,111206,156,53,0,0,34,16,0,53,24,29,96379,156,98,24,4371,189,404,593,3778
06037111301,14000US06037111301,Census Tract 1113.01,"Census Tract 1113.01, Los Angeles County, California",ca,140,0,ACSSF,3952,06,037,111301,1771,845,254,0,320,0,240,112,568,565,60368,1771,508,443,7136,984,1556,2540,4596
06037111302,14000US06037111302,Census Tract 1113.02,"Census Tract 1113.02, Los Angeles County, California",ca,140,0,ACSSF,3953,06,037,111302,824,414,129,0,114,0,146,21,326,243,46071,824,171,376,5143,682,693,1375,3768
06037111400,14000US06037111400,Census Tract 1114,"Census Tract 1114, Los Angeles County, California",ca,140,0,ACSSF,3954,06,037,111400,1778,1001,86,15,281,22,276,97,734,592,41792,1778,558,609,8006,1210,1530,2740,5266
06037113101,14000US06037113101,Census Tract 1131.01,"Census Tract 1131.01, Los Angeles County, California",ca,140,0,ACSSF,3955,06,037,113101,259,197,11,0,43,0,8,0,128,77,107841,259,47,54,3696,212,778,990,2706
06037113102,14000US06037113102,Census Tract 1131.02,"Census Tract 1131.02, Los Angeles County, California",ca,140,0,ACSSF,3956,06,037,113102,55,38,0,0,0,0,0,17,38,0,,55,0,7,2916,173,164,337,2579
06037113211,14000US06037113211,Census Tract 1132.11,"Census Tract 1132.11, Los Angeles County, California",ca,140,0,ACSSF,3957,06,037,113211,278,187,0,0,90,0,1,0,187,1,83594,278,90,44,3883,214,388,602,3281
06037113212,14000US06037113212,Census Tract 1132.12,"Census Tract 1132.12, Los Angeles County, California",ca,140,0,ACSSF,3958,06,037,113212,406,274,31,13,39,0,49,0,207,129,48952,406,107,105,3158,295,311,606,2552
06037113213,14000US06037113213,Census Tract 1132.13,"Census Tract 1132.13, Los Angeles County, California",ca,140,0,ACSSF,3959,06,037,113213,652,372,46,0,85,0,99,50,288,183,73889,652,122,194,4921,223,596,819,4102
06037113231,14000US06037113231,Census Tract 1132.31,"Census Tract 1132.31, Los Angeles County, California",ca,140,0,ACSSF,3960,06,037,113231,171,80,27,0,5,0,35,24,68,52,76563,171,12,57,2424,80,239,319,2105
06037113232,14000US06037113232,Census Tract 1132.32,"Census Tract 1132.32, Los Angeles County, California",ca,140,0,ACSSF,3961,06,037,113232,202,148,12,0,30,0,0,12,128,20,104333,202,70,19,4249,189,423,612,3637
06037113233,14000US06037113233,Census Tract 1132.33,"Census Tract 1132.33, Los Angeles County, California",ca,140,0,ACSSF,3962,06,037,113233,1890,838,130,0,226,0,684,12,496,1038,45154,1890,695,637,7606,1568,1772,3340,4266
06037113234,14000US06037113234,Census Tract 1132.34,"Census Tract 1132.34, Los Angeles County, California",ca,140,0,ACSSF,3963,06,037,113234,769,328,68,0,77,0,296,0,183,441,52644,769,155,269,4797,785,1089,1874,2923
06037113235,14000US06037113235,Census Tract 1132.35,"Census Tract 1132.35, Los Angeles County, California",ca,140,0,ACSSF,3964,06,037,113235,214,182,12,0,0,0,20,0,178,24,74063,214,85,42,1834,142,296,438,1396
06037113237,14000US06037113237,Census Tract 1132.37,"Census Tract 1132.37, Los Angeles County, California",ca,140,0,ACSSF,3965,06,037,113237,539,289,118,0,34,0,82,16,213,167,43568,539,153,248,4063,301,681,982,3081
06037113301,14000US06037113301,Census Tract 1133.01,"Census Tract 1133.01, Los Angeles County, California",ca,140,0,ACSSF,3966,06,037,113301,528,425,27,0,52,0,10,14,383,61,55200,528,173,282,2927,178,384,562,2365
06037113303,14000US06037113303,Census Tract 1133.03,"Census Tract 1133.03, Los Angeles County, California",ca,140,0,ACSSF,3967,06,037,113303,149,101,0,0,5,0,30,13,101,43,,149,33,60,4208,335,600,935,3273
06037113321,14000US06037113321,Census Tract 1133.21,"Census Tract 1133.21, Los Angeles County, California",ca,140,0,ACSSF,3968,06,037,113321,1888,985,295,0,170,0,396,42,753,628,68231,1888,530,401,6420,685,1077,1762,4658
06037113322,14000US06037113322,Census Tract 1133.22,"Census Tract 1133.22, Los Angeles County, California",ca,140,0,ACSSF,3969,06,037,113322,232,111,0,0,83,0,4,34,72,43,78800,232,169,4,4252,224,283,507,3745
06037113401,14000US06037113401,Census Tract 1134.01,"Census Tract 1134.01, Los Angeles County, California",ca,140,0,ACSSF,3970,06,037,113401,610,257,28,0,121,0,204,0,227,234,60254,610,145,128,6228,719,723,1442,4786
06037113421,14000US06037113421,Census Tract 1134.21,"Census Tract 1134.21, Los Angeles County, California",ca,140,0,ACSSF,3971,06,037,113421,1628,545,156,0,170,9,711,37,375,871,53306,1628,463,489,6810,987,1699,2686,4124
06037113422,14000US06037113422,Census Tract 1134.22,"Census Tract 1134.22, Los Angeles County, California",ca,140,0,ACSSF,3972,06,037,113422,922,433,72,0,134,0,279,4,362,354,59211,922,220,188,6381,536,1731,2267,4114
06037115101,14000US06037115101,Census Tract 1151.01,"Census Tract 1151.01, Los Angeles County, California",ca,140,0,ACSSF,3973,06,037,115101,112,57,0,0,9,0,34,12,57,34,68750,112,66,38,5060,241,161,402,4658
06037115103,14000US06037115103,Census Tract 1151.03,"Census Tract 1151.03, Los Angeles County, California",ca,140,0,ACSSF,3974,06,037,115103,30,26,0,0,0,0,4,0,15,15,41818,30,4,18,120,58,39,97,23
06037115104,14000US06037115104,Census Tract 1151.04,"Census Tract 1151.04, Los Angeles County, California",ca,140,0,ACSSF,3975,06,037,115104,1429,653,300,0,182,19,188,87,429,448,33477,1429,323,576,4690,1311,561,1872,2818
06037115201,14000US06037115201,Census Tract 1152.01,"Census Tract 1152.01, Los Angeles County, California",ca,140,0,ACSSF,3976,06,037,115201,1953,1241,198,15,137,0,236,126,1030,615,41887,1953,458,576,6870,1346,1190,2536,4334
06037115202,14000US06037115202,Census Tract 1152.02,"Census Tract 1152.02, Los Angeles County, California",ca,140,0,ACSSF,3977,06,037,115202,1101,588,139,0,122,0,213,39,422,391,44601,1101,279,380,5322,798,528,1326,3996
06037115301,14000US06037115301,Census Tract 1153.01,"Census Tract 1153.01, Los Angeles County, California",ca,140,0,ACSSF,3978,06,037,115301,696,445,77,9,112,0,43,10,390,106,76250,696,58,200,4535,277,616,893,3642
06037115302,14000US06037115302,Census Tract 1153.02,"Census Tract 1153.02, Los Angeles County, California",ca,140,0,ACSSF,3979,06,037,115302,705,339,65,6,39,0,250,6,80,521,34427,705,176,271,4132,1258,1010,2268,1864
06037115401,14000US06037115401,Census Tract 1154.01,"Census Tract 1154.01, Los Angeles County, California",ca,140,0,ACSSF,3980,06,037,115401,1235,695,62,0,167,0,300,11,380,615,46156,1235,301,377,6210,949,1622,2571,3639
06037115403,14000US06037115403,Census Tract 1154.03,"Census Tract 1154.03, Los Angeles County, California",ca,140,0,ACSSF,3981,06,037,115403,664,275,83,0,54,0,238,14,117,402,41250,664,284,202,3722,763,1310,2073,1649
06037115404,14000US06037115404,Census Tract 1154.04,"Census Tract 1154.04, Los Angeles County, California",ca,140,0,ACSSF,3982,06,037,115404,381,205,36,0,23,0,71,46,118,179,42614,381,123,117,2907,418,401,819,2088
06037117101,14000US06037117101,Census Tract 1171.01,"Census Tract 1171.01, Los Angeles County, California",ca,140,0,ACSSF,3983,06,037,117101,438,165,29,0,16,0,228,0,39,354,54891,438,82,118,5115,399,862,1261,3854
06037117102,14000US06037117102,Census Tract 1171.02,"Census Tract 1171.02, Los Angeles County, California",ca,140,0,ACSSF,3984,06,037,117102,281,155,16,0,7,0,103,0,88,170,39453,281,83,113,2805,324,758,1082,1723
06037117201,14000US06037117201,Census Tract 1172.01,"Census Tract 1172.01, Los Angeles County, California",ca,140,0,ACSSF,3985,06,037,117201,837,273,19,0,202,0,305,38,76,515,36494,837,220,235,4657,1124,993,2117,2540
06037117202,14000US06037117202,Census Tract 1172.02,"Census Tract 1172.02, Los Angeles County, California",ca,140,0,ACSSF,3986,06,037,117202,157,60,31,9,32,0,13,12,48,34,31705,157,35,37,2549,111,218,329,2220
06037117301,14000US06037117301,Census Tract 1173.01,"Census Tract 1173.01, Los Angeles County, California",ca,140,0,ACSSF,3987,06,037,117301,198,113,12,0,57,0,16,0,79,50,,198,57,66,4005,178,814,992,3013
06037117302,14000US06037117302,Census Tract 1173.02,"Census Tract 1173.02, Los Angeles County, California",ca,140,0,ACSSF,3988,06,037,117302,400,238,48,0,43,0,71,0,181,128,56908,400,120,105,5329,590,682,1272,4057
06037117303,14000US06037117303,Census Tract 1173.03,"Census Tract 1173.03, Los Angeles County, California",ca,140,0,ACSSF,3989,06,037,117303,142,77,0,0,34,0,31,0,58,50,,142,34,60,3566,348,403,751,2815
06037117404,14000US06037117404,Census Tract 1174.04,"Census Tract 1174.04, Los Angeles County, California",ca,140,0,ACSSF,3990,06,037,117404,436,255,0,0,33,0,148,0,175,228,51176,436,60,190,4686,752,864,1616,3070
06037117405,14000US06037117405,Census Tract 1174.05,"Census Tract 1174.05, Los Angeles County, California",ca,140,0,ACSSF,3991,06,037,117405,797,257,34,0,21,0,481,4,31,714,36911,797,275,215,3709,1274,1378,2652,1057
06037117407,14000US06037117407,Census Tract 1174.07,"Census Tract 1174.07, Los Angeles County, California",ca,140,0,ACSSF,3992,06,037,117407,961,207,18,5,30,0,701,0,10,903,28185,961,238,411,4064,1642,1539,3181,883
